CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
253.23460388183597	18.24717712402344	110.12954711914062	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0	-0.00017029
124.32473754882812	8.198837280273438	50.53053665161133	1.40328383	23.97864342	1.29689944	0.09745256	0.1588140992	-0.0401580494	0.024318915	-0.006656693199999999	0.06312452730000001	-0.0750130155	-0.0934338331	0.0152622854	-0.1559886805	0.09574223400000001	-0.1413572919	0.3042596286	0.08962035970000001	0.0896150099	0.0	0.00259991	-0.026813	0.0454031	0.000282441	-0.0	0.0
76.78987121582031	6.641218185424805	14.968635559082033	1.27882469	21.85194588	1.15260565	0.08801791	0.08431222710000001	0.0955656729	0.0660934368	-0.0342474196	0.0019845625	0.0261619398	-0.0364126152	0.10962896189999999	-0.0942306045	0.0569230747	-0.1304311494	0.227906439	0.08960609369999999	0.0895579516	0.0	0.0	-0.0548547	0.0686721	0.000964587	-0.0	0.0
34.20177459716797	-0.9378833770751952	2.5688438415527344	1.24535358	21.28000832	1.10903513	0.12350280101369003	0.0835547641	0.0071686621	-0.0467577639	-0.0915497619	-0.0300109583	0.0599095708	-0.0026642138	0.0163736902	-0.1508444044	-0.0179598561	0.0413036542	0.1891080853	0.089577564	0.0894438713	0.0	1.01369e-09	0.0284823	0.0627444	0.000279825	-0.0	0.0
-3.725673675537109	-3.7406177520751953	5.6866302490234375	1.10475123	18.87746239	1.0127188	0.07152309601369	0.0964974332	-0.0758708541	0.0446963057	-0.0339243633	-0.0271924	0.0674544975	-0.1145019895	-0.0047417603	-0.08601904619999999	-0.0437554067	0.09594625470000001	0.1481858807	0.08953477509999999	0.0892728417	0.0	0.0	0.063	0.0444566	-9.45269e-05	-0.0	0.0
7.874223709106445	-2.6131763458251958	13.40402603149414	1.24429607	21.26193619	1.07584989	0.1272157104	0.038547510099999995	0.0725663027	0.1132879768	-0.056868286799999994	0.0053882107	0.07863069	-0.0648012145	0.1136437609	-0.020166694	-0.0194820253	-0.0040564697999999995	0.167924429	0.08947773380000001	0.0890449717	0.0	-3.12154e-05	-0.0110278	0.0641641	0.000402057	-0.0	0.00017239999999999996
11.140134811401367	-2.432025909423828	25.837242126464844	1.31404686	22.45380592	1.13689172	0.09783372520000003	0.0412651817	0.0172619114	-0.052607634900000005	-0.110462054	0.028230138999999998	0.0118131469	0.050046267	0.0377836634	-0.11858960699999999	-0.0860256939	0.0076562826	0.1309612174	0.0894064493	0.0887604064	0.0	8.33598e-05	-0.0622053	0.074779	0.000597354	-0.000460871	0.000110033
-13.068075180053713	-0.3700141906738281	31.90131759643555	1.25307262	21.4119072	1.10791731	0.1994016282	0.09365383880000001	-0.0398056779	0.0083842631	-0.0115950085	0.0413552584	0.08432483240000001	-0.1024480791	-0.0089772399	-0.1070315149	-0.056336251600000005	0.0833001803	0.1359461634	0.08932093279999999	0.0884193269	0.0	0.000117988	0.0174306	0.0276253	-0.000503077	-0.000370259	-0.000150472
-18.49112892150879	0.28037452697753906	34.54840087890625	1.12221301	19.17584038	1.01249909	0.05059613800000001	0.0787206033	0.030846897999999998	0.0878494109	0.0049851263	0.0347547182	0.015930781	-0.11527729619999999	0.09023955119999999	-0.0476714228	-0.0182751806	0.0668552488	0.109380415	0.089221198	0.08802195039999999	0.0	-0.0139476	0.0163941	0.0412669	-0.000307112	-0.000460871	0.0
6.8031044006347665	1.655862808227539	29.114429473876953	1.29162002	22.07058525	1.1209929	0.20472111724	0.0426797883	0.09607225929999999	0.0200232313	-0.048504272599999995	0.008941058	-0.0100443889	0.0089420532	0.1224398024	-0.09031048109999999	-0.0649126971	-0.0542796678	0.1271000832	0.0891072607	0.0875685299	0.0	4.01724e-06	-0.108021	0.0644945	0.000171022	-0.000294816	0.000218347
